,G,AB,SO,SF,HBP,IBB,SH,BB,H,SB,RBI,HR,2B,3B,RunRating
meuseir01,1289,4900,199,0,17,0,123,269,1521,113,819,106,250,93,4
meyerbe01,310,1041,117,0,6,0,31,158,276,46,84,7,29,17,1
meyerch01,992,2834,162,0,63,0,55,274,826,44,363,14,120,41,1
meyerda01,1118,3734,277,35,10,32,29,219,944,61,459,86,153,31,2
meyerdu01,286,994,75,0,3,0,6,82,262,5,93,10,49,12,1
meyerjo01,156,474,124,6,1,3,0,35,119,1,74,18,24,0,0
meyerle01,307,1443,14,0,0,0,0,10,513,19,279,10,86,31,2
meyerru01,319,484,146,0,1,0,62,22,55,0,25,1,6,2,0
michaca01,1288,4367,406,0,24,0,63,566,1142,64,501,53,147,46,3
michage01,973,2806,421,17,8,18,30,234,642,22,226,15,86,12,1
michaja01,1031,2332,496,23,22,7,9,243,613,22,299,59,140,10,2
middlwi01,315,1085,298,10,9,4,1,59,251,10,151,43,49,2,1
mientdo01,1087,3312,472,36,41,34,16,438,899,14,405,66,221,11,2
mieskma01,663,1547,313,17,11,7,6,124,406,7,226,56,78,10,1
miksied01,1042,3053,313,2,6,6,62,215,722,52,228,44,95,17,2
milancl01,1982,7359,197,0,80,0,188,685,2100,495,617,17,240,105,4
milbola01,989,2448,176,23,9,10,58,133,623,41,184,11,71,24,1
milesaa01,932,2827,294,23,13,16,39,162,793,30,229,19,110,18,2
milesde01,503,1467,74,0,5,0,19,50,411,15,143,2,53,24,1
millafe01,1480,5791,242,32,63,40,121,318,1617,67,403,22,229,38,3
millake01,1427,4688,838,51,78,17,1,564,1284,7,699,170,296,15,3
millebi02,1820,6212,340,0,80,0,210,383,1934,127,992,116,389,96,4
millebr01,196,553,49,4,2,4,4,30,136,1,51,1,14,4,0
millebr02,343,1111,248,11,5,2,9,105,275,22,118,29,48,14,1
milleco01,216,539,123,7,16,2,5,49,104,1,67,11,28,0,0
milleda02,989,3182,772,24,26,42,23,303,834,5,406,87,205,4,2
milledo01,1317,5167,129,0,45,0,4,467,1380,260,567,33,192,57,4
milledo02,1589,5805,454,0,45,0,235,391,1526,177,715,32,232,108,4
milledo03,557,1717,149,0,4,0,47,121,507,64,235,12,96,15,1
milledu01,655,2557,75,0,30,0,75,174,769,206,421,22,139,50,2
milleed03,1510,5337,465,0,44,0,84,351,1270,64,640,97,263,28,3
milleel01,413,1414,140,0,18,0,57,113,343,29,151,16,43,20,1
milleha01,349,1200,103,0,8,0,17,64,387,10,205,38,65,11,1
millehu01,140,496,57,0,1,0,16,27,112,4,49,0,21,5,0
millejo02,203,762,0,0,3,0,0,54,163,0,24,1,21,13,0
milleke01,465,1326,205,6,24,1,12,100,347,63,92,12,67,8,1
millela02,433,1500,287,11,33,10,11,104,404,40,167,33,73,8,1
milleno01,540,1364,265,10,15,15,12,160,325,16,159,24,68,10,1
milleor01,297,943,223,4,21,14,6,43,244,8,113,24,53,5,0
milleot01,927,2836,301,0,13,0,96,104,695,40,231,5,97,33,1
milleot02,272,837,46,0,2,0,19,49,229,3,91,0,39,6,0
millera03,163,557,43,0,2,0,9,18,138,6,54,3,24,1,0
milleri01,1482,3887,583,23,16,23,60,454,1046,78,369,28,161,35,3
millewa02,769,2244,230,0,30,0,88,318,623,128,221,8,79,35,2
millijo01,772,2964,134,0,36,0,0,210,848,41,497,49,189,50,2
millira01,703,2118,431,16,13,10,0,447,553,16,284,70,106,10,2
milliwa01,246,651,32,0,1,0,9,33,158,2,65,0,20,3,0
millsbu01,415,1379,137,0,15,0,21,131,396,23,163,14,62,19,1
millsev01,337,1525,12,0,0,0,0,13,433,9,203,2,61,21,1
millwke01,451,472,219,0,0,0,55,21,57,0,27,4,15,0,0
milneed01,804,2395,280,9,6,14,22,286,607,145,195,42,111,28,2
milnejo01,1215,3436,473,28,10,45,7,504,855,31,498,131,140,16,2
minchdo01,1400,4026,668,37,27,76,29,606,1003,24,643,200,176,16,3
minnepa01,265,447,101,3,0,0,11,33,98,0,43,6,19,4,0
minosmi01,1835,6579,584,57,192,23,68,814,1963,205,1023,186,336,83,4
mirabdo01,566,1456,415,8,21,5,5,165,337,3,206,58,78,2,1
miranwi01,824,1914,250,11,2,11,29,165,423,13,132,6,50,14,1
mitchbo02,273,609,168,5,2,4,3,56,143,14,91,21,29,6,0
mitchbo03,202,617,78,1,3,6,2,84,150,9,43,3,15,8,0
mitchcl01,650,1287,92,0,4,0,30,72,324,9,133,7,41,10,1
mitchda01,1127,3984,119,1,5,3,21,346,1244,45,403,41,169,61,3
mitchfr01,201,572,2,0,5,0,11,22,120,8,52,0,16,7,0
mitchjo01,329,1175,81,0,5,0,39,119,288,14,63,2,38,8,1
mitchke01,1223,4134,719,42,27,87,2,491,1173,30,760,234,224,25,3
mitchmi01,1124,4095,216,0,15,0,133,368,1138,202,514,27,130,104,3
mitchwi01,279,530,90,0,3,0,32,29,69,0,27,0,5,0,0
mittege01,887,2645,607,23,13,38,16,222,623,14,301,76,93,7,1
mizejo01,1884,6443,524,0,52,0,20,856,2011,28,1337,359,367,83,4
mizelvi01,268,513,196,1,3,0,33,20,57,0,30,1,8,3,0
moellch01,501,1392,331,8,15,18,16,108,315,2,132,29,74,7,1
moellda01,704,2538,296,0,17,0,55,302,618,171,192,15,83,43,2
mogrige01,402,754,190,0,5,0,43,39,137,7,46,1,20,8,0
mohrdu01,504,1367,393,9,12,8,8,141,340,13,156,49,78,6,1
mokanjo01,582,1936,150,0,18,0,59,206,563,26,273,32,98,17,1
molinbe01,1362,4812,471,63,49,26,27,208,1317,3,711,144,217,6,2
molinbo01,401,803,57,9,11,12,5,65,212,46,90,14,25,11,1
molinjo01,947,2546,576,15,26,3,54,154,592,20,223,39,117,3,1
molinya01,1464,5057,521,48,42,44,41,388,1429,44,645,100,270,5,2
molitpa01,2683,10835,1244,109,47,100,75,1094,3319,504,1307,234,605,114,4
mollwfr01,534,1740,132,0,5,0,76,83,420,70,158,1,50,19,1
monbobi01,352,582,249,0,0,0,69,49,60,1,18,0,3,1,0
mondari01,1986,6136,1513,32,24,107,46,924,1619,98,775,241,248,64,4
mondera01,1525,5814,1130,37,41,50,2,475,1589,229,860,271,319,49,4
moneydo01,1720,6215,866,53,40,45,90,600,1623,80,729,176,302,36,4
monrocr01,814,2691,588,30,12,12,3,188,678,19,433,115,146,9,2
montaed01,220,615,91,0,6,0,27,85,161,7,69,2,18,7,1
montawi01,1632,5843,751,65,24,103,10,465,1604,32,802,139,279,25,3
monteje01,226,806,172,8,3,6,0,48,204,0,104,28,31,1,0
montejo01,302,455,219,1,3,0,43,27,44,1,18,4,7,2,0
montemi01,1019,3364,773,33,48,49,5,383,881,3,501,112,183,6,2
montgbo01,387,1185,268,16,7,7,13,64,306,6,156,23,50,8,1
moonwa01,1457,4843,591,35,13,56,31,644,1399,89,661,142,212,60,4
moorech02,1334,4033,470,21,11,12,71,346,1052,51,408,36,187,43,2
mooreea01,388,949,108,0,0,0,38,62,134,4,43,0,13,1,0
mooreed01,748,2474,121,0,11,0,81,272,706,52,257,13,108,26,2
moorege03,1042,3543,401,0,14,0,39,317,958,31,436,58,179,53,2
mooreha01,111,461,0,0,0,0,0,19,155,0,0,1,23,5,0
moorejo01,846,3013,176,0,14,0,47,195,926,23,452,73,155,26,2
moorejo02,1335,5427,247,0,37,0,36,348,1615,46,513,79,258,53,4
mooreju01,289,774,71,6,2,0,14,62,204,5,73,7,20,7,0
moorera01,749,2253,85,0,3,0,30,158,627,11,308,27,110,17,1
moorete01,1298,4700,368,0,16,0,82,406,1318,82,513,80,263,28,4
moorety01,277,601,178,2,5,3,1,40,137,3,91,24,32,0,0
moraan01,235,700,149,6,2,2,4,31,156,1,83,27,27,2,0
moralje01,1441,4528,567,56,14,33,20,366,1173,37,570,95,199,36,3
moraljo01,733,1305,182,15,6,28,13,89,375,0,207,26,68,6,1
moralke01,876,3158,605,22,29,30,0,250,867,4,493,132,191,6,2
moralri01,480,1053,159,4,10,13,9,95,205,7,64,6,26,3,0
morame01,1556,5422,953,49,117,18,50,520,1503,93,754,171,283,19,4
moranbi02,634,2076,218,17,11,10,47,133,545,10,202,28,88,10,1
moranch01,269,970,0,0,6,0,29,91,201,20,50,1,28,6,0
moranhe01,595,2177,162,0,30,0,47,264,527,103,135,2,60,26,2
moranmi01,1298,4558,714,23,56,19,61,437,1222,123,351,32,209,54,3
moranpa01,818,2634,36,0,37,0,51,142,618,55,262,18,102,24,1
mordemi01,793,1362,261,8,5,9,25,112,333,13,132,24,75,7,1
morehra01,177,487,40,0,1,0,13,57,131,10,49,1,21,7,0
morelbr01,220,662,132,2,3,1,10,40,150,12,59,13,26,1,0
morelke01,1306,4581,515,65,13,56,18,405,1279,28,674,121,214,14,3
morelmi01,626,2036,471,24,17,19,6,176,526,7,294,88,104,3,1
morenom01,1382,4992,885,33,17,41,52,387,1257,487,386,37,171,87,3
morgabo01,671,2088,381,10,8,1,26,327,487,18,217,53,96,11,1
morgacy01,210,489,0,0,1,0,31,11,61,2,37,0,7,1,0
morgaed01,771,2810,252,0,10,0,52,385,879,36,473,52,186,45,3
morgajo02,2649,9277,1015,96,40,76,51,1865,2517,689,1133,268,449,96,4
morgami01,597,497,151,3,1,0,59,13,54,0,15,0,3,1,0
morgany01,598,1953,352,13,43,3,52,145,550,120,136,12,74,27,1
morgara01,741,2480,184,0,38,0,80,320,630,87,254,4,90,33,1
moriage02,1076,3671,59,0,44,0,152,234,920,248,376,5,147,32,2
mormaru01,207,470,102,4,4,2,5,35,117,3,43,10,17,4,0
morneju01,1487,5496,936,72,45,91,0,561,1550,5,960,241,335,22,4
morried01,317,1113,90,0,7,0,0,37,179,10,63,1,18,16,1
morriha02,1246,3998,548,39,22,55,28,356,1216,45,513,76,246,21,3
morriji01,1089,3375,521,39,25,15,43,213,876,50,435,112,170,16,2
morrijo01,1265,4912,656,0,4,0,0,358,1275,61,643,43,239,80,4
morrijo04,297,511,113,0,1,0,39,15,84,0,31,0,6,6,0
morrijo05,254,841,40,0,3,0,17,36,195,7,45,0,31,1,0
morrijo07,402,614,108,1,3,11,5,42,145,15,63,8,15,8,0
morrilo01,608,2088,404,11,20,16,1,235,513,16,254,70,108,19,1
morrima01,309,543,216,1,0,0,81,27,92,0,38,2,18,0,0
morriwa02,440,1495,218,12,7,7,16,150,399,16,164,26,70,7,1
morsemi01,802,2525,652,18,47,7,0,175,698,6,352,104,138,8,1
mortobu01,451,928,143,5,11,4,10,111,248,7,128,14,37,8,1
mortoca01,266,551,178,5,2,0,41,30,86,2,42,7,11,1,0
mortogu01,317,548,122,0,0,0,22,10,86,0,33,0,11,3,0
morynwa01,785,2506,393,18,19,22,8,251,667,7,354,101,116,16,2
mosebll01,1588,5815,1135,45,58,46,40,616,1494,280,737,169,273,66,4
mosesje01,386,1072,184,9,8,19,7,63,269,1,109,25,48,8,0
mosesjo01,769,1723,226,12,10,9,22,143,438,101,145,11,69,17,1
moseswa01,2012,7356,457,0,21,0,55,821,2138,174,679,89,435,110,4
mossbr01,770,2358,699,17,29,20,0,252,574,8,356,110,126,15,2
mossido01,463,436,152,3,1,0,18,43,71,0,29,2,10,1,0
mossle01,824,2234,316,1,6,3,26,282,552,1,276,63,75,4,1
mostijo01,972,3507,336,0,70,0,104,415,1054,176,376,23,209,82,3
motama01,1536,3779,320,36,28,43,95,289,1149,50,438,31,125,52,2
motleda01,413,1333,186,11,5,6,4,67,324,19,159,44,60,10,1
mottocu01,316,567,116,6,5,0,7,86,121,5,89,25,20,1,0
mountfr01,194,717,35,0,5,0,0,39,158,3,13,9,28,13,0
moustmi01,661,2379,408,20,29,7,8,171,588,11,281,74,133,4,1
moutoja01,723,1570,338,10,22,5,19,174,386,109,147,18,75,7,1
moutoly01,328,805,209,8,6,5,0,71,225,9,116,22,43,2,0
mowremi01,1276,4291,297,0,35,0,184,469,1099,167,461,7,183,54,2
mowryjo01,192,464,48,0,4,0,14,29,108,1,37,2,19,6,0
moynami01,169,688,35,0,0,0,0,47,202,0,95,1,30,13,1
muellbi02,1216,4223,571,48,35,17,37,543,1229,20,493,85,265,22,3
muelldo01,1245,4364,146,21,13,12,29,167,1292,11,520,65,139,37,2
muellhe01,693,2118,147,0,26,0,56,168,597,37,272,22,87,37,1
muellhe02,441,1281,124,0,6,0,19,156,324,10,127,17,55,11,1
muellra01,985,2911,322,0,13,0,64,250,733,14,373,56,123,23,1
muldomi01,495,1932,134,0,6,0,0,92,450,12,187,10,88,28,1
mulhote01,687,619,281,1,1,0,53,13,69,1,23,2,13,1,0
mullato01,784,2720,114,0,29,0,0,221,661,112,223,8,99,38,2
mullech01,253,741,80,0,2,0,42,61,183,28,87,0,22,3,0
mullemo01,118,464,32,0,4,0,6,28,124,4,31,0,9,4,0
mullied01,350,1235,120,0,8,0,76,70,287,23,88,1,41,24,1
mullige01,614,1531,21,0,7,0,25,122,401,18,137,3,70,23,1
mullipa01,864,2493,312,0,6,0,20,330,676,20,385,87,106,43,2
mullira01,1325,3569,555,32,7,28,21,460,972,15,435,73,226,17,2
mulvejo01,987,4063,257,0,15,0,1,134,1059,147,532,29,157,70,3
mumphje01,1585,4993,688,41,4,49,29,478,1442,174,575,70,217,55,3
muncrbo01,289,438,107,0,0,0,39,21,68,1,25,0,5,4,0
mungere01,273,402,100,0,2,0,17,20,70,0,30,1,12,1,0
mungova01,410,787,164,0,1,0,21,29,174,1,74,0,24,4,0
munozpe01,517,1708,418,11,10,4,2,100,467,11,252,67,75,8,1
munsoer01,361,1056,234,12,12,6,2,104,226,4,147,49,37,3,0
munsoth01,1423,5344,571,58,42,59,21,438,1558,48,701,113,229,32,3
munyajo01,176,589,39,0,12,0,0,78,148,28,68,4,20,11,1
murcebo01,1908,6730,841,81,27,96,18,862,1862,127,1043,252,285,45,4
murnati01,384,1635,55,0,0,0,0,60,427,38,127,5,33,7,2
murphda02,1496,5399,24,0,47,0,197,335,1563,193,702,44,289,102,4
murphda05,2180,7960,1748,60,28,159,6,986,2111,161,1266,398,350,39,4
murphda07,1110,3467,575,37,9,23,7,316,950,54,472,104,203,16,2
murphda08,903,3354,440,29,11,27,7,218,967,57,402,62,228,20,2
murphdo01,335,838,264,8,16,3,5,64,178,7,119,33,46,4,1
murphdw01,1360,4347,953,45,19,39,84,747,1069,100,609,166,139,20,3
murphed02,761,2373,145,0,36,0,46,294,680,111,195,4,66,32,2
murphmo01,566,1967,237,0,14,0,16,157,443,53,227,10,56,12,1
murphya01,130,472,36,0,0,0,2,80,113,35,45,0,12,4,1
murraca01,288,633,111,1,7,0,7,71,146,22,54,8,33,4,1
murraed02,3026,11336,1516,128,18,222,2,1333,3255,110,1917,504,560,35,4
murrala01,226,412,74,1,0,3,9,49,73,20,31,3,16,4,0
murrara01,250,731,67,0,1,0,8,55,184,1,80,8,37,6,0
murrare01,1264,4334,194,0,40,0,113,299,1170,321,579,37,168,96,3
murreiv01,564,1306,342,5,9,9,8,44,308,20,123,33,41,15,1
murtada01,767,2599,215,0,9,0,42,287,661,49,219,8,97,21,1
murtoma01,346,952,149,4,6,5,3,93,272,10,112,29,46,5,1
muserto01,663,1268,138,12,1,10,13,95,329,14,117,7,41,9,1
musiast01,3026,10972,696,53,53,127,35,1599,3630,78,1951,475,725,177,4
myattge01,407,1345,120,0,11,0,50,156,381,72,99,4,44,14,1
myattgl01,1004,2678,195,0,12,0,51,248,722,20,387,38,137,37,2
myerbu01,1923,7038,428,0,33,0,151,965,2131,156,850,38,353,130,4
myersal01,833,3222,263,0,32,0,0,294,788,111,359,13,135,34,2
myersbe01,160,592,32,0,3,0,9,56,150,11,52,0,14,12,0
myersbi01,738,2399,445,0,6,0,70,250,616,23,243,45,88,33,2
myersbr01,383,471,161,1,0,0,60,25,63,0,12,0,11,0,0
myersel01,194,412,65,0,0,0,11,13,93,4,37,0,12,4,0
myersge01,424,1578,149,0,12,0,0,109,321,72,126,5,43,8,1
myersgr01,1108,3042,539,27,3,28,12,268,776,3,396,87,150,7,2
myersha01,377,1251,130,0,13,0,65,119,335,132,116,4,42,7,1
myershy01,1310,4910,358,0,24,0,187,195,1380,107,559,32,179,100,3
myerswi01,235,885,236,6,2,9,0,94,227,16,117,27,50,1,1
nadyxa01,961,2969,626,18,58,15,7,189,797,19,410,104,159,7,2
naehrti01,547,1872,312,12,16,11,26,236,527,5,250,49,104,4,1
nagelbi01,189,617,141,0,3,0,12,43,140,5,72,15,30,8,0
nahorbi01,308,844,118,9,6,3,5,56,203,1,109,25,41,3,0
nancedo01,189,657,0,0,5,0,29,83,182,14,99,7,34,8,1
napolmi01,1118,3590,1111,28,57,26,2,523,910,33,577,204,191,9,3
naragha01,424,985,62,8,7,6,12,76,262,1,87,6,27,11,0
narroje01,392,840,127,6,4,8,9,67,177,0,96,21,23,2,0
nashbi01,1549,5849,384,0,41,0,26,803,1606,265,977,60,266,87,4
navada01,455,1388,319,13,47,5,7,160,368,9,172,24,89,1,1
navardi01,908,2903,447,26,17,20,29,242,739,13,332,71,129,4,1
neaglde01,398,531,155,2,1,0,75,19,87,0,44,5,17,0,0
nealch01,970,3316,557,24,20,19,56,337,858,48,391,87,113,38,2
nealegr01,768,2661,281,0,35,0,92,201,688,139,200,8,71,50,2
nealoji01,259,937,0,0,7,0,31,76,240,26,130,3,31,20,1
needhto01,523,1491,49,0,26,0,25,109,311,20,117,8,50,10,1
neeltr01,230,758,177,3,7,10,1,92,212,5,120,37,37,0,1
neemaca01,376,1002,221,5,8,12,6,79,224,1,97,30,35,4,0
nehfar01,464,915,122,0,5,0,41,86,192,7,76,8,29,5,0
neisbe01,677,1825,186,0,5,0,52,201,496,46,210,25,84,18,1
nelsoca01,817,3294,33,0,27,0,0,352,833,68,208,3,90,26,3
nelsoch01,282,834,203,6,3,6,3,55,221,9,100,16,39,8,0
nelsoda01,813,2578,392,16,13,10,48,220,630,187,211,20,77,19,2
nelsoro01,620,1394,94,8,12,13,11,130,347,7,173,31,61,14,1
nendi01,367,826,152,9,1,10,5,77,185,1,107,21,23,3,0
nettlgr01,2700,8986,1209,90,50,94,12,1088,2225,32,1314,390,328,28,4
nettlji01,240,587,109,3,2,6,3,70,129,10,57,16,15,4,0
nettlmo01,168,469,95,1,1,2,5,42,116,42,31,0,15,0,0
neunjo01,432,945,93,0,5,0,23,110,273,41,85,2,42,17,1
nevinph01,1217,4188,1019,33,30,30,3,449,1131,18,743,208,209,6,3
newcodo01,452,878,147,3,3,1,17,87,238,2,108,15,33,3,0
newfima01,355,957,162,14,11,4,0,69,238,1,132,22,53,1,0
newhada01,413,986,210,10,9,3,10,80,249,29,120,23,37,10,1
newhoha01,492,999,150,0,0,0,72,89,201,3,81,2,22,2,0
newmaal01,854,2107,212,12,6,2,48,236,476,91,156,1,68,7,1
newmaje01,735,2123,369,19,6,16,26,116,475,7,233,63,85,4,1
newnapa01,123,446,0,0,5,0,8,41,95,20,31,2,7,8,0
newsobo01,609,1337,266,0,1,0,86,17,253,1,102,1,28,3,0
newsosk01,1128,3716,194,0,5,0,120,246,910,67,292,9,164,15,2
newsowa01,489,992,292,2,1,9,2,196,248,14,120,34,40,4,1
newtodo01,179,436,0,0,0,0,14,31,75,6,34,0,5,1,0
niarhgu01,315,691,56,0,4,0,10,153,174,6,59,1,26,5,1
nichoar01,241,793,0,0,22,0,23,50,194,51,90,3,28,3,1
nichobi01,1677,5546,828,0,52,0,20,800,1484,27,948,235,272,60,4
nichoda01,538,1419,573,12,7,7,4,219,301,6,179,61,32,12,1
nichofr02,303,794,97,0,5,0,25,65,247,21,107,12,34,21,1
nichoki01,649,2086,211,0,12,0,23,137,471,19,278,16,58,24,1
nichopa01,168,646,11,0,10,0,0,51,169,58,86,5,20,15,0
nichore01,540,1160,149,10,9,6,16,99,308,27,131,22,63,8,1
nichosi01,312,1133,0,0,2,0,67,65,284,27,58,4,32,6,1
nichotr01,125,460,27,0,0,0,0,12,78,5,16,0,7,4,0
nicolhu01,888,3465,88,0,23,0,0,337,813,383,272,5,91,29,3
nicosst01,358,938,90,7,1,19,12,86,233,5,88,11,52,3,0
niehobe01,581,2037,242,0,5,0,74,131,489,71,207,12,104,19,1
niekrjo01,706,973,262,6,1,0,147,38,152,1,72,1,26,1,0
niekrla01,195,499,91,5,2,0,0,29,123,0,79,17,26,5,0
niekrph01,866,1537,314,12,12,0,129,17,260,0,109,7,42,1,0
niemabo01,1113,3452,512,25,9,18,26,435,1018,10,544,125,180,32,2
niemabu01,332,1050,119,0,2,0,2,129,269,20,167,37,46,14,1
nietoto01,251,619,135,2,10,11,11,55,127,0,69,5,24,4,0
nieuwki01,273,617,218,5,5,4,3,63,143,12,72,17,40,3,0
nievejo01,212,530,102,5,6,1,9,23,128,2,51,9,20,5,0
nieveme01,458,1228,483,10,17,9,1,136,284,4,187,63,53,6,1
nievewi01,427,1164,228,13,6,11,16,61,281,3,114,10,54,2,0
niggejo01,184,420,100,0,1,0,25,20,59,0,17,0,4,1,0
nilesha01,608,2270,0,0,30,0,61,163,561,107,152,12,58,24,1
nillra01,296,963,0,0,14,0,35,103,204,36,77,3,23,9,1
nilssda01,837,2779,424,32,10,40,12,320,789,15,470,105,157,10,2
nixja01,466,1305,371,9,23,7,19,108,277,36,130,38,55,2,1
nixla01,758,1915,534,15,7,18,4,122,460,9,249,69,110,11,1
nixonal01,422,1345,77,0,7,0,29,66,372,19,118,7,60,13,1
nixonot01,1709,5115,694,28,5,10,67,585,1379,620,318,11,142,27,4
nixonru01,906,2504,279,26,11,38,19,154,670,0,266,27,115,19,1
nixontr01,1092,3627,689,45,31,23,17,504,995,30,555,137,222,28,3
nixonwi01,239,459,97,1,0,0,13,42,111,0,41,2,17,1,0
noboaju01,317,493,47,5,2,4,9,17,118,9,33,1,13,4,0
nokesma01,902,2735,395,26,26,32,10,200,695,8,422,136,96,4,2
nolanga01,252,529,211,1,0,0,56,38,73,0,32,1,9,4,0
nolanjo01,621,1454,183,19,7,22,5,164,382,7,178,27,66,10,1
nolanth01,102,405,31,0,0,0,0,12,97,0,35,0,17,2,0
nomohi01,324,485,222,1,0,0,44,13,65,0,26,4,14,1,0
noonape01,162,479,0,0,0,0,14,21,98,5,38,4,11,7,0
nordhwa01,502,1423,162,18,3,6,2,54,401,1,205,39,77,8,1
norenir01,1093,3119,350,15,22,14,16,335,857,34,453,65,157,35,2
normafr01,409,574,177,1,0,0,62,37,72,0,27,0,4,0,0
normane01,198,429,50,4,0,0,20,21,95,4,25,0,12,3,0
norride01,432,1373,354,5,12,5,2,147,340,16,181,40,76,4,1
norriji01,489,1282,128,15,0,11,23,173,338,59,110,7,57,17,1
norrile01,270,962,132,0,3,0,30,60,252,7,112,20,51,7,1
northbi01,1169,3900,665,14,25,28,55,627,1016,395,230,20,120,31,3
northhu01,164,584,55,0,5,0,12,60,159,14,63,3,29,8,0
northji01,1392,4692,635,29,30,50,15,449,1254,39,610,153,218,42,3
northro01,1084,3172,297,5,15,4,14,361,874,7,513,108,172,28,2
nortogr01,1107,2410,604,14,11,16,6,323,600,15,338,89,126,8,2
norwowi01,294,854,145,7,3,2,11,57,207,41,93,18,40,6,1
nossejo01,295,579,72,5,1,3,6,19,132,8,53,3,25,4,0
noviklo01,356,1081,71,0,5,0,9,64,305,4,138,15,45,10,1
nunamle01,716,1990,150,0,14,0,49,176,533,36,216,2,75,30,1
nunezab01,1030,2486,447,7,11,21,50,250,601,38,209,18,88,19,1
nunezed02,414,1144,162,11,6,3,15,68,305,65,120,18,61,12,1
nunnajo01,364,885,239,6,5,10,6,146,218,19,125,42,47,12,1
nuxhajo01,555,766,199,8,4,0,43,40,152,2,78,15,21,3,0
oakesre01,986,3619,170,0,32,0,136,265,1011,163,397,15,112,42,2
oatesjo01,593,1637,149,11,2,38,29,141,410,11,126,14,56,2,1
oberkke01,1602,4874,356,42,23,68,43,546,1354,62,446,29,237,44,3
obriebi01,356,1424,88,0,8,0,0,59,364,26,206,32,59,22,1
obriech01,800,2232,354,18,60,14,41,209,493,1,261,56,119,4,1
obrieda01,709,2856,224,0,41,0,0,231,805,321,394,20,147,47,3
obrieda02,140,473,41,0,3,0,0,26,100,7,43,0,4,1,0
obrieed01,231,554,45,0,3,0,11,37,131,11,25,0,10,4,0
obrieja01,555,2169,0,0,31,0,0,180,577,76,308,11,106,42,2
obrieja02,326,1226,0,0,11,0,34,77,317,42,133,9,39,14,1
obriejo02,501,1910,58,0,35,0,42,154,486,45,229,12,47,17,1
obriejo03,339,815,82,4,8,2,20,59,204,2,59,4,35,5,0
obriepe02,249,857,0,0,4,0,26,63,191,30,78,3,18,7,0
obriepe03,1567,5437,563,68,7,77,15,641,1421,24,736,169,254,21,3
obriesy01,378,1052,155,3,4,5,11,60,242,5,100,24,35,8,1
obrieto01,270,1111,10,0,2,0,0,52,257,16,61,4,50,20,1
obrieto02,427,1569,0,0,31,0,33,120,436,55,229,10,59,24,1
obrieto03,293,714,66,0,2,0,12,70,198,2,78,8,30,14,1
ochoaal01,807,2143,288,15,19,7,7,203,597,56,261,46,131,19,2
oconnda02,1143,4035,396,19,22,3,89,431,1049,48,320,39,181,35,3
oconnja01,1451,5380,152,0,35,0,64,301,1417,219,738,19,201,66,4
odayha01,232,817,109,0,2,0,0,39,155,7,46,1,19,3,0
odeake01,832,2195,251,0,3,0,39,273,560,3,323,40,101,20,1
odellbi01,530,528,171,1,0,0,36,38,66,5,19,2,6,0,0
odombl01,402,405,163,0,2,0,21,19,79,6,31,12,9,2,0
odorro01,234,812,150,8,19,3,8,40,211,10,109,25,35,16,0
odoulle01,970,3264,122,0,23,0,39,333,1140,36,542,113,175,41,3
odwelfr01,411,1412,0,0,24,0,54,89,365,72,168,10,42,30,1
oeschjo01,366,599,138,0,0,0,16,20,99,0,41,0,13,0,0
oestero01,1276,4214,681,27,4,93,51,369,1118,40,344,42,190,33,2
ofarrbo01,1492,4101,408,0,11,0,83,547,1120,35,549,51,201,58,3
offerjo01,1651,5681,914,38,18,34,73,772,1551,172,537,57,252,72,4
officro01,899,2413,311,20,16,15,23,189,626,27,242,32,101,11,1
oglivbe01,1754,5913,852,69,35,105,21,560,1615,87,901,235,277,33,4
ogrodbr01,184,516,37,0,2,0,9,21,119,2,51,4,25,4,0
ojedaau01,502,1062,115,11,20,11,24,119,249,7,81,7,44,9,1
ojedami01,212,486,103,3,4,7,3,56,109,2,72,15,17,1,0
oldriru01,1239,4690,125,0,45,0,155,206,1268,197,471,27,205,76,3
olearch01,955,3232,34,0,32,0,153,164,731,74,213,3,104,18,2
oleartr01,1198,4010,661,33,28,31,13,334,1100,17,591,127,234,40,3
olerujo01,2234,7592,1016,96,88,157,12,1275,2239,11,1230,255,500,13,4
olivato01,1676,6301,645,57,59,131,14,448,1917,86,947,220,329,48,4
oliveal01,2368,9049,756,95,82,119,17,535,2743,84,1326,219,529,77,4
olivebo01,847,2914,562,25,19,26,9,156,745,17,419,94,102,19,1
olivege01,786,2216,420,16,15,22,5,215,546,24,320,93,111,5,1
olivejo01,1076,3367,637,34,15,52,34,248,831,13,476,102,174,3,2
olivena01,410,954,172,3,5,8,16,72,216,17,45,2,24,5,1
oliveto01,514,1931,61,0,6,0,30,105,534,12,176,0,101,11,1
olivomi01,1124,3765,1060,24,29,19,17,158,905,53,490,145,177,26,2
olmedra01,218,444,90,1,1,0,12,26,102,6,27,2,18,2,0
olmolu01,462,1629,128,0,3,0,13,88,458,33,272,29,65,25,1
olsongr02,414,1275,157,8,7,11,6,137,309,5,131,20,61,3,1
olsoniv01,1574,6111,222,0,36,0,198,285,1575,156,446,13,191,69,4
olsonka01,279,681,94,8,1,1,12,43,160,3,50,6,25,6,0
olsonma01,133,457,30,0,0,0,14,70,110,1,30,0,15,6,0
